symbol,name,market,sector,industry,status,data_date,current_price,low_3m,high_3m,return_1m_pct,return_3m_pct,avg_volume_20d,avg_trading_value_20d,avg_daily_range_pct,sma20,sma60,rsi14,data_rows,fundamentals_status,market_cap,trailing_pe,forward_pe,price_to_book,peg_ratio,revenue_growth,earnings_growth,profit_margin,return_on_equity,debt_to_equity,analyst_target_mean,beta,short_percent_float,next_earnings_date,guidance_note,event_note
LNT,Alliant Energy,USA,Utilities,Electric Utilities,OK,2026-08-27,68.20999908447266,67.54000091552734,78.80999755859375,-5.263890160454643,-5.487043348958598,2447875.0,170709526.56398773,1.6997950659248762,69.56599922180176,72.80516649881999,43.28701537005215,167,READY,17685809152.0,21.792332,18.506712,2.348991,2.26,0.01,-0.04,0.18447,0.11135,160.951,78.54167,0.539,0.1041,,,
ALL,Allstate,USA,Financials,Property & Casualty Insurance,OK,2026-08-27,257.6199951171875,202.2100067138672,277.2200012207031,-6.11174555777353,24.285988341543053,1711875.0,447769276.4727783,2.120564149912407,261.5124984741211,247.03466669718424,41.160949943951444,167,READY,65141264384.0,5.243639,9.359298,2.0644116,3.09,0.118,0.612,0.18971,0.46113998,22.261,274.0909,0.156,0.0,,,
GOOGL,Alphabet Inc. (Class A),USA,Communication Services,Interactive Media & Services,OK,2026-08-27,340.6499938964844,314.8999938964844,385.239990234375,1.1701471715703127,-12.682954493897736,25455500.0,8989732256.856537,2.3958359342066737,350.7484985351563,352.49649912516276,33.7306082066615,167,READY,4166127190016.0,17.152567,22.99978,6.6930604,0.94,0.242,2.94,0.54771,0.48676,18.859,428.06668,1.237,0.0124,,,
GOOG,Alphabet Inc. (Class C),USA,Communication Services,Interactive Media & Services,OK,2026-08-27,337.7099914550781,314.8900146484375,381.80999755859375,0.5807665096311698,-12.53755419928899,17259640.0,6052231780.586395,2.300413410414757,348.62500152587893,350.6681666056315,28.851307521442564,167,READY,4130171256832.0,17.00453,22.775661,6.6352954,0.93,0.242,2.94,0.54771,0.48676,18.859,422.336,1.237,,,,
MO,Altria,USA,Consumer Staples,Tobacco,OK,2026-08-27,67.66999816894531,63.91999816894531,77.05999755859375,-9.676989024547467,-5.974715824404986,9626690.0,642249796.8153763,2.118971184523395,66.82350006103516,70.22433331807454,47.89343442818618,167,READY,112991567872.0,14.552688,11.539845,-42.34668,2.68,0.012,-0.027,0.38999,,,70.0,0.495,0.024300002,,,
AMZN,Amazon,USA,Consumer Discretionary,Broadline Retail,OK,2026-08-27,256.260009765625,225.5500030517578,287.20001220703125,13.064203250172657,-6.474448990647808,42210355.0,11373728640.624542,2.255987615790784,267.14199981689455,250.05599975585938,29.800417502630538,167,READY,2764100599808.0,20.919184,24.662891,5.009383,1.39,0.196,2.423,0.1744,0.30558002,45.617,327.004,1.454,0.0097,,,
AMCR,Amcor,USA,Materials,Paper & Plastic Packaging Products & Materials,OK,2026-08-27,46.52000045776367,37.400001525878906,48.939998626708984,1.4834212541716019,18.52229415990745,3979350.0,186146449.55833435,2.2234025953378977,46.914000511169434,43.82583344777425,41.66667062053796,167,READY,21508321280.0,19.795746,10.338835,1.8227413,1.06,0.259,,0.04705,0.09396,128.294,49.93462,0.593,0.0498,,,
AEE,Ameren,USA,Utilities,Multi-Utilities,OK,2026-08-27,106.75,105.05999755859375,118.31999969482422,-2.9280723697008737,-2.0012855035971167,1537890.0,166950153.62613678,1.6693035002003938,108.44699974060059,110.3854995727539,41.19630498051194,167,READY,29553018880.0,18.960924,18.377132,2.1588771,2.84,-0.062,0.119,0.18583,0.11943,157.846,120.4,0.476,0.0514,,,
AEP,American Electric Power,USA,Utilities,Electric Utilities,OK,2026-08-27,122.70999908447266,120.05999755859375,140.5800018310547,-5.170011690544197,-3.9527261798046887,3715375.0,464905474.38022614,1.8875734269168922,125.03200035095215,129.9763333638509,40.09185307113056,167,READY,66803003392.0,21.37805,17.90561,2.0823364,2.09,0.07,-0.432,0.13781999,0.10130999,160.789,144.0,0.507,0.0429,,,
AXP,American Express,USA,Financials,Consumer Finance,OK,2026-08-27,334.1600036621094,300.0299987792969,363.1400146484375,0.8024143777102255,6.042145481070227,2336060.0,793061287.8443909,1.602102351758448,339.77149658203126,338.76299845377605,40.959003554529495,167,READY,225661534208.0,20.41295,16.613562,6.5798955,1.57,0.128,0.11,0.16141,0.34377,172.38,375.9556,1.055,0.0208,,,
AIG,American International Group,USA,Financials,Multi-line Insurance,OK,2026-08-27,76.62999725341797,72.1500015258789,82.44999694824219,-4.451371359936774,2.9973060239298466,2986510.0,231223780.92525482,1.6662537361267566,77.30749969482422,77.23549969991048,37.39744393572006,167,READY,40069304320.0,13.983576,8.727651,0.99023074,0.62,0.005,-0.101,0.11089,0.0722,22.466,88.5,0.517,0.0175,,,
AMT,American Tower,USA,Real Estate,Telecom Tower REITs,OK,2026-08-27,174.16000366210938,160.05999755859375,196.0800018310547,-2.8450245459156642,-6.706658187744907,2239010.0,387292656.54441833,2.308116724908059,173.48500061035156,174.11516672770182,53.37501947083825,167,READY,81151606784.0,24.15534,24.844368,21.81636,1.67,0.047,1.385,0.31083,0.33914003,438.721,215.69565,0.894,0.0174,,,
AWK,American Water Works,USA,Utilities,Water Utilities,OK,2026-08-27,136.69000244140625,120.56999969482422,141.25,-1.0138271660596998,11.720477438598653,2250605.0,305511286.6091919,2.208214789208653,135.82400207519532,132.21666730244954,53.29199292971355,167,READY,27164266496.0,23.689775,20.818483,2.3286994,2.67,0.062,0.086,0.21347,0.10095,137.745,140.36365,0.577,0.0688,,,
AMP,Ameriprise Financial,USA,Financials,Asset Management & Custody Banks,OK,2026-08-27,555.77001953125,433.239990234375,572.5599975585938,2.86513578512515,26.354441700394894,388290.0,216659877.68707275,1.7637423296757249,558.688510131836,512.8425033569335,53.02187962314102,167,READY,49092952064.0,13.532263,10.756466,7.7218165,1.8,0.116,0.117,0.199,0.63432,67.578,579.4545,1.137,0.0374,,,
